Age,Country,First Name,Gender,Last Name,Month,Products,Quarter,Rank,Region,Rank Levels,Revenue (USD),Sales Reps,Years
25,England,Simon,Male,Walsh,11,Tablets,QTR 4,Store 5,U.K.,D5,3706.4159999999993,Simon W.,2020
25,England,Simon,Male,Walsh,11,Tablets,QTR 4,Store 5,U.K.,D5,3806.1128448,Simon W.,2019
25,England,Simon,Male,Walsh,11,Tablets,QTR 4,Store 5,U.K.,D5,9508.715999999999,Simon W.,2020
25,England,Simon,Male,Walsh,12,Assessories,QTR 4,Store 5,U.K.,D5,3028.6200000000003,Simon W.,2020
25,England,Simon,Male,Walsh,12,Assessories,QTR 4,Store 5,U.K.,D5,5931.66,Simon W.,2020
25,England,Simon,Male,Walsh,12,Assessories,QTR 4,Store 5,U.K.,D5,9730.422,Simon W.,2019
25,England,Simon,Male,Walsh,12,Assessories,QTR 4,Store 5,U.K.,D5,10049.13,Simon W.,2019
25,England,Simon,Male,Walsh,12,Laptops,QTR 4,Store 5,U.K.,D5,609.0992640000001,Simon W.,2019
25,England,Simon,Male,Walsh,12,Laptops,QTR 4,Store 5,U.K.,D5,839.0400000000001,Simon W.,2020
25,England,Simon,Male,Walsh,12,Laptops,QTR 4,Store 5,U.K.,D5,3211.757567999999,Simon W.,2019
25,England,Simon,Male,Walsh,12,Laptops,QTR 4,Store 5,U.K.,D5,3353.6160000000004,Simon W.,2020
25,England,Simon,Male,Walsh,12,Smartphones,QTR 4,Store 5,U.K.,D5,5807.04,Simon W.,2020
25,England,Simon,Male,Walsh,12,Smartphones,QTR 4,Store 5,U.K.,D5,17325.12,Simon W.,2020
25,England,Simon,Male,Walsh,12,Smartphones,QTR 4,Store 5,U.K.,D5,42113.924352,Simon W.,2019
25,England,Simon,Male,Walsh,12,Smartphones,QTR 4,Store 5,U.K.,D5,53360.861184,Simon W.,2019
25,England,Simon,Male,Walsh,12,Tablets,QTR 4,Store 5,U.K.,D5,1045.757952,Simon W.,2019
25,England,Simon,Male,Walsh,12,Tablets,QTR 4,Store 5,U.K.,D5,2034.7919999999997,Simon W.,2020
25,England,Simon,Male,Walsh,12,Tablets,QTR 4,Store 5,U.K.,D5,2440.944,Simon W.,2020
25,England,Simon,Male,Walsh,12,Tablets,QTR 4,Store 5,U.K.,D5,4067.407872,Simon W.,2019
25,England,Simon,Male,Walsh,2,Assessories,QTR 1,Store 5,U.K.,D5,3382.977312,Simon W.,2019
25,England,Simon,Male,Walsh,2,Assessories,QTR 1,Store 5,U.K.,D5,5308.74,Simon W.,2020
25,England,Simon,Male,Walsh,2,Assessories,QTR 1,Store 5,U.K.,D5,13805.82,Simon W.,2020
25,England,Simon,Male,Walsh,2,Assessories,QTR 1,Store 5,U.K.,D5,27212.822207999998,Simon W.,2019
25,England,Simon,Male,Walsh,2,Laptops,QTR 1,Store 5,U.K.,D5,3047.6159999999995,Simon W.,2020
25,England,Simon,Male,Walsh,2,Laptops,QTR 1,Store 5,U.K.,D5,5871.744,Simon W.,2020
25,England,Simon,Male,Walsh,2,Laptops,QTR 1,Store 5,U.K.,D5,6580.65171456,Simon W.,2019
25,England,Simon,Male,Walsh,2,Laptops,QTR 1,Store 5,U.K.,D5,16168.457226239996,Simon W.,2019
25,England,Simon,Male,Walsh,2,Smartphones,QTR 1,Store 5,U.K.,D5,38722.176,Simon W.,2020
25,England,Simon,Male,Walsh,2,Smartphones,QTR 1,Store 5,U.K.,D5,53575.488000000005,Simon W.,2020
25,England,Simon,Male,Walsh,2,Smartphones,QTR 1,Store 5,U.K.,D5,117029.28771072,Simon W.,2019
25,England,Simon,Male,Walsh,2,Smartphones,QTR 1,Store 5,U.K.,D5,123471.55814400001,Simon W.,2019
25,England,Simon,Male,Walsh,2,Tablets,QTR 1,Store 5,U.K.,D5,961.6162406399999,Simon W.,2019
25,England,Simon,Male,Walsh,2,Tablets,QTR 1,Store 5,U.K.,D5,3840.48,Simon W.,2020
25,England,Simon,Male,Walsh,2,Tablets,QTR 1,Store 5,U.K.,D5,3888.50761728,Simon W.,2019
25,England,Simon,Male,Walsh,2,Tablets,QTR 1,Store 5,U.K.,D5,12308.759999999998,Simon W.,2020
25,England,Simon,Male,Walsh,3,Assessories,QTR 1,Store 5,U.K.,D5,9819.321876,Simon W.,2019
25,England,Simon,Male,Walsh,3,Assessories,QTR 1,Store 5,U.K.,D5,10148.512499999999,Simon W.,2020
25,England,Simon,Male,Walsh,3,Assessories,QTR 1,Store 5,U.K.,D5,14426.37,Simon W.,2020
25,England,Simon,Male,Walsh,3,Assessories,QTR 1,Store 5,U.K.,D5,25917.895458000003,Simon W.,2019
25,England,Simon,Male,Walsh,3,Laptops,QTR 1,Store 5,U.K.,D5,805.7514528,Simon W.,2019
25,England,Simon,Male,Walsh,3,Laptops,QTR 1,Store 5,U.K.,D5,6994.764000000001,Simon W.,2020
25,England,Simon,Male,Walsh,3,Laptops,QTR 1,Store 5,U.K.,D5,7732.242,Simon W.,2020
25,England,Simon,Male,Walsh,3,Laptops,QTR 1,Store 5,U.K.,D5,10120.759488000003,Simon W.,2019
25,England,Simon,Male,Walsh,3,Smartphones,QTR 1,Store 5,U.K.,D5,15615.87237504,Simon W.,2019
25,England,Simon,Male,Walsh,3,Smartphones,QTR 1,Store 5,U.K.,D5,23508.072,Simon W.,2020
25,England,Simon,Male,Walsh,3,Smartphones,QTR 1,Store 5,U.K.,D5,24896.291051520006,Simon W.,2019
25,England,Simon,Male,Walsh,3,Smartphones,QTR 1,Store 5,U.K.,D5,26352.648000000005,Simon W.,2020
25,England,Simon,Male,Walsh,3,Tablets,QTR 1,Store 5,U.K.,D5,6251.963719680001,Simon W.,2019
25,England,Simon,Male,Walsh,3,Tablets,QTR 1,Store 5,U.K.,D5,6418.85223168,Simon W.,2019
25,England,Simon,Male,Walsh,3,Tablets,QTR 1,Store 5,U.K.,D5,10031.364,Simon W.,2020
25,England,Simon,Male,Walsh,3,Tablets,QTR 1,Store 5,U.K.,D5,10829.133,Simon W.,2020
25,England,Simon,Male,Walsh,4,Assessories,QTR 2,Store 5,U.K.,D5,2952.84,Simon W.,2020
25,England,Simon,Male,Walsh,4,Assessories,QTR 2,Store 5,U.K.,D5,6989.919300000001,Simon W.,2019
25,England,Simon,Male,Walsh,4,Assessories,QTR 2,Store 5,U.K.,D5,8083.92,Simon W.,2020
25,England,Simon,Male,Walsh,4,Assessories,QTR 2,Store 5,U.K.,D5,11636.966250000001,Simon W.,2019
25,England,Simon,Male,Walsh,4,Laptops,QTR 2,Store 5,U.K.,D5,2607.5486304000005,Simon W.,2019
25,England,Simon,Male,Walsh,4,Laptops,QTR 2,Store 5,U.K.,D5,3869.664,Simon W.,2020
25,England,Simon,Male,Walsh,4,Laptops,QTR 2,Store 5,U.K.,D5,4563.936000000001,Simon W.,2020
25,England,Simon,Male,Walsh,4,Laptops,QTR 2,Store 5,U.K.,D5,5243.2277184,Simon W.,2019
25,England,Simon,Male,Walsh,4,Smartphones,QTR 2,Store 5,U.K.,D5,5918.208,Simon W.,2020
25,England,Simon,Male,Walsh,4,Smartphones,QTR 2,Store 5,U.K.,D5,8242.757510400003,Simon W.,2019
25,England,Simon,Male,Walsh,4,Smartphones,QTR 2,Store 5,U.K.,D5,27529.344,Simon W.,2020
25,England,Simon,Male,Walsh,4,Smartphones,QTR 2,Store 5,U.K.,D5,38322.239961600004,Simon W.,2019
25,England,Simon,Male,Walsh,4,Tablets,QTR 2,Store 5,U.K.,D5,3429.792,Simon W.,2020
25,England,Simon,Male,Walsh,4,Tablets,QTR 2,Store 5,U.K.,D5,3791.3759999999997,Simon W.,2020
25,England,Simon,Male,Walsh,4,Tablets,QTR 2,Store 5,U.K.,D5,4140.9906048,Simon W.,2019
25,England,Simon,Male,Walsh,4,Tablets,QTR 2,Store 5,U.K.,D5,4553.802892799999,Simon W.,2019
25,England,Simon,Male,Walsh,5,Assessories,QTR 2,Store 5,U.K.,D5,888.6149999999999,Simon W.,2020
25,England,Simon,Male,Walsh,5,Assessories,QTR 2,Store 5,U.K.,D5,3308.3399999999997,Simon W.,2020
25,England,Simon,Male,Walsh,5,Assessories,QTR 2,Store 5,U.K.,D5,9212.7672,Simon W.,2019
25,England,Simon,Male,Walsh,5,Assessories,QTR 2,Store 5,U.K.,D5,10045.4445,Simon W.,2019
25,England,Simon,Male,Walsh,5,Laptops,QTR 2,Store 5,U.K.,D5,1665.5919840000001,Simon W.,2019
25,England,Simon,Male,Walsh,5,Laptops,QTR 2,Store 5,U.K.,D5,2094.7883040000006,Simon W.,2019
25,England,Simon,Male,Walsh,5,Laptops,QTR 2,Store 5,U.K.,D5,3811.0799999999995,Simon W.,2020
25,England,Simon,Male,Walsh,5,Laptops,QTR 2,Store 5,U.K.,D5,7898.687999999999,Simon W.,2020
25,England,Simon,Male,Walsh,5,Smartphones,QTR 2,Store 5,U.K.,D5,2960.7923519999995,Simon W.,2019
25,England,Simon,Male,Walsh,5,Smartphones,QTR 2,Store 5,U.K.,D5,10119.648000000001,Simon W.,2020
25,England,Simon,Male,Walsh,5,Smartphones,QTR 2,Store 5,U.K.,D5,24525.648,Simon W.,2020
25,England,Simon,Male,Walsh,5,Smartphones,QTR 2,Store 5,U.K.,D5,40710.763296,Simon W.,2019
25,England,Simon,Male,Walsh,5,Tablets,QTR 2,Store 5,U.K.,D5,1385.83872,Simon W.,2019
25,England,Simon,Male,Walsh,5,Tablets,QTR 2,Store 5,U.K.,D5,1579.7879999999998,Simon W.,2020
25,England,Simon,Male,Walsh,5,Tablets,QTR 2,Store 5,U.K.,D5,2703.601152,Simon W.,2019
25,England,Simon,Male,Walsh,5,Tablets,QTR 2,Store 5,U.K.,D5,10534.985999999999,Simon W.,2020
25,England,Simon,Male,Walsh,6,Assessories,QTR 2,Store 5,U.K.,D5,10418.382000000001,Simon W.,2019
25,England,Simon,Male,Walsh,6,Assessories,QTR 2,Store 5,U.K.,D5,14091.029999999999,Simon W.,2020
25,England,Simon,Male,Walsh,6,Assessories,QTR 2,Store 5,U.K.,D5,15246.387,Simon W.,2019
25,England,Simon,Male,Walsh,6,Assessories,QTR 2,Store 5,U.K.,D5,16783.74,Simon W.,2020
25,England,Simon,Male,Walsh,6,Laptops,QTR 2,Store 5,U.K.,D5,5909.76,Simon W.,2020
25,England,Simon,Male,Walsh,6,Laptops,QTR 2,Store 5,U.K.,D5,10575.51552,Simon W.,2019
25,England,Simon,Male,Walsh,6,Laptops,QTR 2,Store 5,U.K.,D5,11321.99208,Simon W.,2019
25,England,Simon,Male,Walsh,6,Laptops,QTR 2,Store 5,U.K.,D5,20662.343999999997,Simon W.,2020
25,England,Simon,Male,Walsh,6,Smartphones,QTR 2,Store 5,U.K.,D5,5799.962879999998,Simon W.,2019
25,England,Simon,Male,Walsh,6,Smartphones,QTR 2,Store 5,U.K.,D5,13817.088,Simon W.,2020
25,England,Simon,Male,Walsh,6,Smartphones,QTR 2,Store 5,U.K.,D5,27504.722879999998,Simon W.,2019
25,England,Simon,Male,Walsh,6,Smartphones,QTR 2,Store 5,U.K.,D5,67680.576,Simon W.,2020
25,England,Simon,Male,Walsh,6,Tablets,QTR 2,Store 5,U.K.,D5,2214.83808,Simon W.,2019
25,England,Simon,Male,Walsh,6,Tablets,QTR 2,Store 5,U.K.,D5,5890.63104,Simon W.,2019
25,England,Simon,Male,Walsh,6,Tablets,QTR 2,Store 5,U.K.,D5,9349.344,Simon W.,2020
25,England,Simon,Male,Walsh,6,Tablets,QTR 2,Store 5,U.K.,D5,18554.507999999998,Simon W.,2020
25,England,Simon,Male,Walsh,7,Assessories,QTR 3,Store 5,U.K.,D5,2291.1283200000003,Simon W.,2019
25,England,Simon,Male,Walsh,7,Assessories,QTR 3,Store 5,U.K.,D5,5248.000000000001,Simon W.,2020
25,England,Simon,Male,Walsh,7,Assessories,QTR 3,Store 5,U.K.,D5,9464.63232,Simon W.,2019
25,England,Simon,Male,Walsh,7,Assessories,QTR 3,Store 5,U.K.,D5,13901.279999999999,Simon W.,2020
25,England,Simon,Male,Walsh,7,Laptops,QTR 3,Store 5,U.K.,D5,5203.52,Simon W.,2020
25,England,Simon,Male,Walsh,7,Laptops,QTR 3,Store 5,U.K.,D5,8471.414784000002,Simon W.,2019
25,England,Simon,Male,Walsh,7,Laptops,QTR 3,Store 5,U.K.,D5,10679.840000000002,Simon W.,2020
25,England,Simon,Male,Walsh,7,Laptops,QTR 3,Store 5,U.K.,D5,11635.660799999998,Simon W.,2019
25,England,Simon,Male,Walsh,7,Smartphones,QTR 3,Store 5,U.K.,D5,3952.0327679999996,Simon W.,2019
25,England,Simon,Male,Walsh,7,Smartphones,QTR 3,Store 5,U.K.,D5,11517.12,Simon W.,2020
25,England,Simon,Male,Walsh,7,Smartphones,QTR 3,Store 5,U.K.,D5,15232.640000000001,Simon W.,2020
25,England,Simon,Male,Walsh,7,Smartphones,QTR 3,Store 5,U.K.,D5,22985.773056,Simon W.,2019
25,England,Simon,Male,Walsh,7,Tablets,QTR 3,Store 5,U.K.,D5,791.0522880000003,Simon W.,2019
25,England,Simon,Male,Walsh,7,Tablets,QTR 3,Store 5,U.K.,D5,1862.12352,Simon W.,2019
25,England,Simon,Male,Walsh,7,Tablets,QTR 3,Store 5,U.K.,D5,8255.039999999999,Simon W.,2020
25,England,Simon,Male,Walsh,7,Tablets,QTR 3,Store 5,U.K.,D5,15924,Simon W.,2020
25,England,Simon,Male,Walsh,8,Assessories,QTR 3,Store 5,U.K.,D5,1842.8850000000002,Simon W.,2020
25,England,Simon,Male,Walsh,8,Assessories,QTR 3,Store 5,U.K.,D5,4834.5,Simon W.,2020
25,England,Simon,Male,Walsh,8,Assessories,QTR 3,Store 5,U.K.,D5,7199.00181,Simon W.,2019
25,England,Simon,Male,Walsh,8,Assessories,QTR 3,Store 5,U.K.,D5,8603.595000000001,Simon W.,2019
25,England,Simon,Male,Walsh,8,Laptops,QTR 3,Store 5,U.K.,D5,906.0581376000001,Simon W.,2019
25,England,Simon,Male,Walsh,8,Laptops,QTR 3,Store 5,U.K.,D5,2122.6468032,Simon W.,2019
25,England,Simon,Male,Walsh,8,Laptops,QTR 3,Store 5,U.K.,D5,9921.384000000002,Simon W.,2020
25,England,Simon,Male,Walsh,8,Laptops,QTR 3,Store 5,U.K.,D5,11010.12,Simon W.,2020
25,England,Simon,Male,Walsh,8,Smartphones,QTR 3,Store 5,U.K.,D5,25445.3101056,Simon W.,2019
25,England,Simon,Male,Walsh,8,Smartphones,QTR 3,Store 5,U.K.,D5,28450.752000000004,Simon W.,2020
25,England,Simon,Male,Walsh,8,Smartphones,QTR 3,Store 5,U.K.,D5,34567.483104,Simon W.,2019
25,England,Simon,Male,Walsh,8,Smartphones,QTR 3,Store 5,U.K.,D5,40425.792,Simon W.,2020
25,England,Simon,Male,Walsh,8,Tablets,QTR 3,Store 5,U.K.,D5,569.9054592000001,Simon W.,2019
25,England,Simon,Male,Walsh,8,Tablets,QTR 3,Store 5,U.K.,D5,2449.5609600000003,Simon W.,2019
25,England,Simon,Male,Walsh,8,Tablets,QTR 3,Store 5,U.K.,D5,13138.29,Simon W.,2020
25,England,Simon,Male,Walsh,8,Tablets,QTR 3,Store 5,U.K.,D5,17552.898,Simon W.,2020
25,England,Simon,Male,Walsh,9,Assessories,QTR 3,Store 5,U.K.,D5,1608.98556,Simon W.,2019
25,England,Simon,Male,Walsh,9,Assessories,QTR 3,Store 5,U.K.,D5,1710.11841,Simon W.,2019
25,England,Simon,Male,Walsh,9,Assessories,QTR 3,Store 5,U.K.,D5,2125.2,Simon W.,2020
25,England,Simon,Male,Walsh,9,Assessories,QTR 3,Store 5,U.K.,D5,5654.25,Simon W.,2020
25,England,Simon,Male,Walsh,9,Laptops,QTR 3,Store 5,U.K.,D5,855.0640223999999,Simon W.,2019
25,England,Simon,Male,Walsh,9,Laptops,QTR 3,Store 5,U.K.,D5,2278.5874943999997,Simon W.,2019
25,England,Simon,Male,Walsh,9,Laptops,QTR 3,Store 5,U.K.,D5,4394.04,Simon W.,2020
25,England,Simon,Male,Walsh,9,Laptops,QTR 3,Store 5,U.K.,D5,6614.328,Simon W.,2020
25,England,Simon,Male,Walsh,9,Smartphones,QTR 3,Store 5,U.K.,D5,4046.4479999999994,Simon W.,2020
25,England,Simon,Male,Walsh,9,Smartphones,QTR 3,Store 5,U.K.,D5,16652.909145599995,Simon W.,2019
25,England,Simon,Male,Walsh,9,Smartphones,QTR 3,Store 5,U.K.,D5,17090.781119999996,Simon W.,2019
25,England,Simon,Male,Walsh,9,Smartphones,QTR 3,Store 5,U.K.,D5,23367.791999999998,Simon W.,2020
25,England,Simon,Male,Walsh,9,Tablets,QTR 3,Store 5,U.K.,D5,790.1744255999998,Simon W.,2019
25,England,Simon,Male,Walsh,9,Tablets,QTR 3,Store 5,U.K.,D5,2046.0440448,Simon W.,2019
25,England,Simon,Male,Walsh,9,Tablets,QTR 3,Store 5,U.K.,D5,8005.661999999998,Simon W.,2020
25,England,Simon,Male,Walsh,9,Tablets,QTR 3,Store 5,U.K.,D5,11630.429999999998,Simon W.,2020
27,New York,Bryan,Male,Kingston,1,Assessories,QTR 1,Store 1,U.S.A.,A1,4201.469999999999,Bryan K.,2020
27,New York,Bryan,Male,Kingston,1,Assessories,QTR 1,Store 1,U.S.A.,A1,16847.837999999996,Bryan K.,2020
27,New York,Bryan,Male,Kingston,1,Assessories,QTR 1,Store 1,U.S.A.,A1,35084.936420351994,Bryan K.,2019
27,New York,Bryan,Male,Kingston,1,Assessories,QTR 1,Store 1,U.S.A.,A1,77197.041073152,Bryan K.,2019
27,New York,Bryan,Male,Kingston,1,Laptops,QTR 1,Store 1,U.S.A.,A1,5446.5264,Bryan K.,2020
27,New York,Bryan,Male,Kingston,1,Laptops,QTR 1,Store 1,U.S.A.,A1,13844.7792,Bryan K.,2020
27,New York,Bryan,Male,Kingston,1,Laptops,QTR 1,Store 1,U.S.A.,A1,38225.516930334736,Bryan K.,2019
27,New York,Bryan,Male,Kingston,1,Laptops,QTR 1,Store 1,U.S.A.,A1,63269.112117657605,Bryan K.,2019
27,New York,Bryan,Male,Kingston,1,Smartphones,QTR 1,Store 1,U.S.A.,A1,7366.463999999999,Bryan K.,2020
27,New York,Bryan,Male,Kingston,1,Smartphones,QTR 1,Store 1,U.S.A.,A1,119085.12,Bryan K.,2020
27,New York,Bryan,Male,Kingston,1,Smartphones,QTR 1,Store 1,U.S.A.,A1,371283.43889903615,Bryan K.,2019
27,New York,Bryan,Male,Kingston,1,Smartphones,QTR 1,Store 1,U.S.A.,A1,596269.4689515111,Bryan K.,2019
27,New York,Bryan,Male,Kingston,1,Tablets,QTR 1,Store 1,U.S.A.,A1,4425.775199999999,Bryan K.,2020
27,New York,Bryan,Male,Kingston,1,Tablets,QTR 1,Store 1,U.S.A.,A1,17713.08,Bryan K.,2020
27,New York,Bryan,Male,Kingston,1,Tablets,QTR 1,Store 1,U.S.A.,A1,51726.16643346432,Bryan K.,2019
27,New York,Bryan,Male,Kingston,1,Tablets,QTR 1,Store 1,U.S.A.,A1,56473.59249874945,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Assessories,QTR 4,Store 1,U.S.A.,A1,6459.804,Bryan K.,2020
27,New York,Bryan,Male,Kingston,10,Assessories,QTR 4,Store 1,U.S.A.,A1,8012.404108799999,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Assessories,QTR 4,Store 1,U.S.A.,A1,17565.444,Bryan K.,2020
27,New York,Bryan,Male,Kingston,10,Assessories,QTR 4,Store 1,U.S.A.,A1,55733.85941760001,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Laptops,QTR 4,Store 1,U.S.A.,A1,4106.475270144001,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Laptops,QTR 4,Store 1,U.S.A.,A1,5183.2872,Bryan K.,2020
27,New York,Bryan,Male,Kingston,10,Laptops,QTR 4,Store 1,U.S.A.,A1,10021.190400000001,Bryan K.,2020
27,New York,Bryan,Male,Kingston,10,Laptops,QTR 4,Store 1,U.S.A.,A1,27350.560493568002,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Smartphones,QTR 4,Store 1,U.S.A.,A1,82764.1152,Bryan K.,2020
27,New York,Bryan,Male,Kingston,10,Smartphones,QTR 4,Store 1,U.S.A.,A1,90157.01759999999,Bryan K.,2020
27,New York,Bryan,Male,Kingston,10,Smartphones,QTR 4,Store 1,U.S.A.,A1,203570.890039296,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Smartphones,QTR 4,Store 1,U.S.A.,A1,272459.37055334396,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Tablets,QTR 4,Store 1,U.S.A.,A1,1780.109180928,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Tablets,QTR 4,Store 1,U.S.A.,A1,14833.88854272,Bryan K.,2019
27,New York,Bryan,Male,Kingston,10,Tablets,QTR 4,Store 1,U.S.A.,A1,22788.1836,Bryan K.,2020
27,New York,Bryan,Male,Kingston,10,Tablets,QTR 4,Store 1,U.S.A.,A1,30057.6744,Bryan K.,2020
27,New York,Bryan,Male,Kingston,11,Assessories,QTR 4,Store 1,U.S.A.,A1,2464.56,Bryan K.,2020
27,New York,Bryan,Male,Kingston,11,Assessories,QTR 4,Store 1,U.S.A.,A1,6939.701999999999,Bryan K.,2020
27,New York,Bryan,Male,Kingston,11,Assessories,QTR 4,Store 1,U.S.A.,A1,38329.9757568,Bryan K.,2019
27,New York,Bryan,Male,Kingston,11,Assessories,QTR 4,Store 1,U.S.A.,A1,62757.15264,Bryan K.,2019
27,New York,Bryan,Male,Kingston,11,Laptops,QTR 4,Store 1,U.S.A.,A1,14544.230400000002,Bryan K.,2020
27,New York,Bryan,Male,Kingston,11,Laptops,QTR 4,Store 1,U.S.A.,A1,15021.424115712001,Bryan K.,2019
27,New York,Bryan,Male,Kingston,11,Laptops,QTR 4,Store 1,U.S.A.,A1,19176.9984,Bryan K.,2020
27,New York,Bryan,Male,Kingston,11,Laptops,QTR 4,Store 1,U.S.A.,A1,50029.14734899201,Bryan K.,2019
27,New York,Bryan,Male,Kingston,11,Smartphones,QTR 4,Store 1,U.S.A.,A1,36906.113728512,Bryan K.,2019
27,New York,Bryan,Male,Kingston,11,Smartphones,QTR 4,Store 1,U.S.A.,A1,74513.7792,Bryan K.,2020
